feature_name,feature_group
O2_psd_6hz_mean,psd_bin
O2_psd_6hz_std,psd_bin
O2_psd_8hz_mean,psd_bin
O2_psd_8hz_std,psd_bin
O2_psd_10hz_mean,psd_bin
O2_psd_10hz_std,psd_bin
O2_psd_12hz_mean,psd_bin
O2_psd_12hz_std,psd_bin
O2_psd_14hz_mean,psd_bin
O2_psd_14hz_std,psd_bin
O2_psd_16hz_mean,psd_bin
O2_psd_16hz_std,psd_bin
O2_psd_18hz_mean,psd_bin
O2_psd_18hz_std,psd_bin
O2_psd_20hz_mean,psd_bin
O2_psd_20hz_std,psd_bin
O2_psd_22hz_mean,psd_bin
O2_psd_22hz_std,psd_bin
O2_psd_24hz_mean,psd_bin
O2_psd_24hz_std,psd_bin
O2_psd_26hz_mean,psd_bin
O2_psd_26hz_std,psd_bin
O2_psd_28hz_mean,psd_bin
O2_psd_28hz_std,psd_bin
O2_psd_30hz_mean,psd_bin
O2_psd_30hz_std,psd_bin
F7_mean_mean,time_domain
F7_mean_std,time_domain
F7_std_mean,time_domain
F7_std_std,time_domain
F7_rms_mean,time_domain
F7_rms_std,time_domain
F7_ptp_mean,time_domain
F7_ptp_std,time_domain
F7_skew_mean,time_domain
F7_skew_std,time_domain
F7_kurtosis_mean,time_domain
F7_kurtosis_std,time_domain
F7_line_length_mean,time_domain
F7_line_length_std,time_domain
F7_zero_crossing_rate_mean,time_domain
F7_zero_crossing_rate_std,time_domain
F7_hjorth_activity_mean,hjorth
F7_hjorth_activity_std,hjorth
F7_hjorth_mobility_mean,hjorth
F7_hjorth_mobility_std,hjorth
F7_hjorth_complexity_mean,hjorth
F7_hjorth_complexity_std,hjorth
F7_delta_abs_mean,frequency_band
F7_delta_abs_std,frequency_band
F7_delta_rel_mean,frequency_band
F7_delta_rel_std,frequency_band
F7_theta_abs_mean,frequency_band
F7_theta_abs_std,frequency_band
F7_theta_rel_mean,frequency_band
F7_theta_rel_std,frequency_band
F7_alpha_abs_mean,frequency_band
F7_alpha_abs_std,frequency_band
F7_alpha_rel_mean,frequency_band
F7_alpha_rel_std,frequency_band
F7_beta_abs_mean,frequency_band
F7_beta_abs_std,frequency_band
F7_beta_rel_mean,frequency_band
F7_beta_rel_std,frequency_band
F7_gamma_abs_mean,frequency_band
F7_gamma_abs_std,frequency_band
F7_gamma_rel_mean,frequency_band
F7_gamma_rel_std,frequency_band
F7_theta_beta_ratio_mean,band_ratio
F7_theta_beta_ratio_std,band_ratio
F7_theta_alpha_ratio_mean,band_ratio
F7_theta_alpha_ratio_std,band_ratio
F7_beta_alpha_ratio_mean,band_ratio
F7_beta_alpha_ratio_std,band_ratio
F7_psd_2hz_mean,psd_bin
F7_psd_2hz_std,psd_bin
F7_psd_4hz_mean,psd_bin
F7_psd_4hz_std,psd_bin
F7_psd_6hz_mean,psd_bin
F7_psd_6hz_std,psd_bin
F7_psd_8hz_mean,psd_bin
F7_psd_8hz_std,psd_bin
F7_psd_10hz_mean,psd_bin
F7_psd_10hz_std,psd_bin
F7_psd_12hz_mean,psd_bin
F7_psd_12hz_std,psd_bin
F7_psd_14hz_mean,psd_bin
F7_psd_14hz_std,psd_bin
F7_psd_16hz_mean,psd_bin
F7_psd_16hz_std,psd_bin
F7_psd_18hz_mean,psd_bin
F7_psd_18hz_std,psd_bin
F7_psd_20hz_mean,psd_bin
F7_psd_20hz_std,psd_bin
F7_psd_22hz_mean,psd_bin
F7_psd_22hz_std,psd_bin
F7_psd_24hz_mean,psd_bin
F7_psd_24hz_std,psd_bin
F7_psd_26hz_mean,psd_bin
F7_psd_26hz_std,psd_bin
F7_psd_28hz_mean,psd_bin
F7_psd_28hz_std,psd_bin
F7_psd_30hz_mean,psd_bin
F7_psd_30hz_std,psd_bin
F8_mean_mean,time_domain
F8_mean_std,time_domain
F8_std_mean,time_domain
F8_std_std,time_domain
F8_rms_mean,time_domain
F8_rms_std,time_domain
F8_ptp_mean,time_domain
F8_ptp_std,time_domain
F8_skew_mean,time_domain
F8_skew_std,time_domain
F8_kurtosis_mean,time_domain
F8_kurtosis_std,time_domain
F8_line_length_mean,time_domain
F8_line_length_std,time_domain
F8_zero_crossing_rate_mean,time_domain
F8_zero_crossing_rate_std,time_domain
F8_hjorth_activity_mean,hjorth
F8_hjorth_activity_std,hjorth
F8_hjorth_mobility_mean,hjorth
F8_hjorth_mobility_std,hjorth
F8_hjorth_complexity_mean,hjorth
F8_hjorth_complexity_std,hjorth
F8_delta_abs_mean,frequency_band
F8_delta_abs_std,frequency_band
F8_delta_rel_mean,frequency_band
F8_delta_rel_std,frequency_band
F8_theta_abs_mean,frequency_band
F8_theta_abs_std,frequency_band
F8_theta_rel_mean,frequency_band
F8_theta_rel_std,frequency_band
F8_alpha_abs_mean,frequency_band
F8_alpha_abs_std,frequency_band
F8_alpha_rel_mean,frequency_band
F8_alpha_rel_std,frequency_band
F8_beta_abs_mean,frequency_band
F8_beta_abs_std,frequency_band
F8_beta_rel_mean,frequency_band
F8_beta_rel_std,frequency_band
F8_gamma_abs_mean,frequency_band
F8_gamma_abs_std,frequency_band
F8_gamma_rel_mean,frequency_band
F8_gamma_rel_std,frequency_band
F8_theta_beta_ratio_mean,band_ratio
F8_theta_beta_ratio_std,band_ratio
F8_theta_alpha_ratio_mean,band_ratio
F8_theta_alpha_ratio_std,band_ratio
F8_beta_alpha_ratio_mean,band_ratio
F8_beta_alpha_ratio_std,band_ratio
F8_psd_2hz_mean,psd_bin
F8_psd_2hz_std,psd_bin
F8_psd_4hz_mean,psd_bin
F8_psd_4hz_std,psd_bin
F8_psd_6hz_mean,psd_bin
F8_psd_6hz_std,psd_bin
F8_psd_8hz_mean,psd_bin
F8_psd_8hz_std,psd_bin
F8_psd_10hz_mean,psd_bin
F8_psd_10hz_std,psd_bin
F8_psd_12hz_mean,psd_bin
F8_psd_12hz_std,psd_bin
F8_psd_14hz_mean,psd_bin
F8_psd_14hz_std,psd_bin
F8_psd_16hz_mean,psd_bin
F8_psd_16hz_std,psd_bin
F8_psd_18hz_mean,psd_bin
F8_psd_18hz_std,psd_bin
F8_psd_20hz_mean,psd_bin
F8_psd_20hz_std,psd_bin
F8_psd_22hz_mean,psd_bin
F8_psd_22hz_std,psd_bin
F8_psd_24hz_mean,psd_bin
F8_psd_24hz_std,psd_bin
F8_psd_26hz_mean,psd_bin
F8_psd_26hz_std,psd_bin
F8_psd_28hz_mean,psd_bin
F8_psd_28hz_std,psd_bin
F8_psd_30hz_mean,psd_bin
F8_psd_30hz_std,psd_bin
T7_mean_mean,time_domain
T7_mean_std,time_domain
T7_std_mean,time_domain
T7_std_std,time_domain
T7_rms_mean,time_domain
T7_rms_std,time_domain
T7_ptp_mean,time_domain
T7_ptp_std,time_domain
T7_skew_mean,time_domain
T7_skew_std,time_domain
T7_kurtosis_mean,time_domain
T7_kurtosis_std,time_domain
T7_line_length_mean,time_domain
T7_line_length_std,time_domain
T7_zero_crossing_rate_mean,time_domain
T7_zero_crossing_rate_std,time_domain
T7_hjorth_activity_mean,hjorth
T7_hjorth_activity_std,hjorth
T7_hjorth_mobility_mean,hjorth
T7_hjorth_mobility_std,hjorth
T7_hjorth_complexity_mean,hjorth
T7_hjorth_complexity_std,hjorth
T7_delta_abs_mean,frequency_band
T7_delta_abs_std,frequency_band
T7_delta_rel_mean,frequency_band
T7_delta_rel_std,frequency_band
T7_theta_abs_mean,frequency_band
T7_theta_abs_std,frequency_band
T7_theta_rel_mean,frequency_band
T7_theta_rel_std,frequency_band
T7_alpha_abs_mean,frequency_band
T7_alpha_abs_std,frequency_band
T7_alpha_rel_mean,frequency_band
T7_alpha_rel_std,frequency_band
T7_beta_abs_mean,frequency_band
T7_beta_abs_std,frequency_band
T7_beta_rel_mean,frequency_band
T7_beta_rel_std,frequency_band
T7_gamma_abs_mean,frequency_band
T7_gamma_abs_std,frequency_band
T7_gamma_rel_mean,frequency_band
T7_gamma_rel_std,frequency_band
T7_theta_beta_ratio_mean,band_ratio
T7_theta_beta_ratio_std,band_ratio
T7_theta_alpha_ratio_mean,band_ratio
T7_theta_alpha_ratio_std,band_ratio
T7_beta_alpha_ratio_mean,band_ratio
T7_beta_alpha_ratio_std,band_ratio
T7_psd_2hz_mean,psd_bin
T7_psd_2hz_std,psd_bin
T7_psd_4hz_mean,psd_bin
T7_psd_4hz_std,psd_bin
T7_psd_6hz_mean,psd_bin
T7_psd_6hz_std,psd_bin
T7_psd_8hz_mean,psd_bin
T7_psd_8hz_std,psd_bin
T7_psd_10hz_mean,psd_bin
T7_psd_10hz_std,psd_bin
T7_psd_12hz_mean,psd_bin
T7_psd_12hz_std,psd_bin
T7_psd_14hz_mean,psd_bin
T7_psd_14hz_std,psd_bin
T7_psd_16hz_mean,psd_bin
T7_psd_16hz_std,psd_bin
T7_psd_18hz_mean,psd_bin
T7_psd_18hz_std,psd_bin
T7_psd_20hz_mean,psd_bin
T7_psd_20hz_std,psd_bin
T7_psd_22hz_mean,psd_bin
T7_psd_22hz_std,psd_bin
T7_psd_24hz_mean,psd_bin
T7_psd_24hz_std,psd_bin
T7_psd_26hz_mean,psd_bin
T7_psd_26hz_std,psd_bin
T7_psd_28hz_mean,psd_bin
T7_psd_28hz_std,psd_bin
T7_psd_30hz_mean,psd_bin
T7_psd_30hz_std,psd_bin
T8_mean_mean,time_domain
T8_mean_std,time_domain
T8_std_mean,time_domain
T8_std_std,time_domain
T8_rms_mean,time_domain
T8_rms_std,time_domain
T8_ptp_mean,time_domain
T8_ptp_std,time_domain
T8_skew_mean,time_domain
T8_skew_std,time_domain
T8_kurtosis_mean,time_domain
T8_kurtosis_std,time_domain
T8_line_length_mean,time_domain
T8_line_length_std,time_domain
T8_zero_crossing_rate_mean,time_domain
T8_zero_crossing_rate_std,time_domain
T8_hjorth_activity_mean,hjorth
T8_hjorth_activity_std,hjorth
T8_hjorth_mobility_mean,hjorth
T8_hjorth_mobility_std,hjorth
T8_hjorth_complexity_mean,hjorth
T8_hjorth_complexity_std,hjorth
T8_delta_abs_mean,frequency_band
T8_delta_abs_std,frequency_band
T8_delta_rel_mean,frequency_band
T8_delta_rel_std,frequency_band
T8_theta_abs_mean,frequency_band
T8_theta_abs_std,frequency_band
T8_theta_rel_mean,frequency_band
T8_theta_rel_std,frequency_band
T8_alpha_abs_mean,frequency_band
T8_alpha_abs_std,frequency_band
T8_alpha_rel_mean,frequency_band
T8_alpha_rel_std,frequency_band
T8_beta_abs_mean,frequency_band
T8_beta_abs_std,frequency_band
T8_beta_rel_mean,frequency_band
T8_beta_rel_std,frequency_band
T8_gamma_abs_mean,frequency_band
T8_gamma_abs_std,frequency_band
T8_gamma_rel_mean,frequency_band
T8_gamma_rel_std,frequency_band
T8_theta_beta_ratio_mean,band_ratio
T8_theta_beta_ratio_std,band_ratio
T8_theta_alpha_ratio_mean,band_ratio
T8_theta_alpha_ratio_std,band_ratio
T8_beta_alpha_ratio_mean,band_ratio
T8_beta_alpha_ratio_std,band_ratio
T8_psd_2hz_mean,psd_bin
T8_psd_2hz_std,psd_bin
T8_psd_4hz_mean,psd_bin
T8_psd_4hz_std,psd_bin
T8_psd_6hz_mean,psd_bin
T8_psd_6hz_std,psd_bin
T8_psd_8hz_mean,psd_bin
T8_psd_8hz_std,psd_bin
T8_psd_10hz_mean,psd_bin
T8_psd_10hz_std,psd_bin
T8_psd_12hz_mean,psd_bin
T8_psd_12hz_std,psd_bin
T8_psd_14hz_mean,psd_bin
T8_psd_14hz_std,psd_bin
T8_psd_16hz_mean,psd_bin
T8_psd_16hz_std,psd_bin
T8_psd_18hz_mean,psd_bin
T8_psd_18hz_std,psd_bin
T8_psd_20hz_mean,psd_bin
T8_psd_20hz_std,psd_bin
T8_psd_22hz_mean,psd_bin
T8_psd_22hz_std,psd_bin
T8_psd_24hz_mean,psd_bin
T8_psd_24hz_std,psd_bin
T8_psd_26hz_mean,psd_bin
T8_psd_26hz_std,psd_bin
T8_psd_28hz_mean,psd_bin
T8_psd_28hz_std,psd_bin
T8_psd_30hz_mean,psd_bin
T8_psd_30hz_std,psd_bin
P7_mean_mean,time_domain
P7_mean_std,time_domain
P7_std_mean,time_domain
P7_std_std,time_domain
P7_rms_mean,time_domain
P7_rms_std,time_domain
P7_ptp_mean,time_domain
P7_ptp_std,time_domain
P7_skew_mean,time_domain
P7_skew_std,time_domain
P7_kurtosis_mean,time_domain
P7_kurtosis_std,time_domain
P7_line_length_mean,time_domain
P7_line_length_std,time_domain
P7_zero_crossing_rate_mean,time_domain
P7_zero_crossing_rate_std,time_domain
P7_hjorth_activity_mean,hjorth
P7_hjorth_activity_std,hjorth
P7_hjorth_mobility_mean,hjorth
P7_hjorth_mobility_std,hjorth
P7_hjorth_complexity_mean,hjorth
P7_hjorth_complexity_std,hjorth
P7_delta_abs_mean,frequency_band
P7_delta_abs_std,frequency_band
P7_delta_rel_mean,frequency_band
P7_delta_rel_std,frequency_band
P7_theta_abs_mean,frequency_band
P7_theta_abs_std,frequency_band
P7_theta_rel_mean,frequency_band
P7_theta_rel_std,frequency_band
P7_alpha_abs_mean,frequency_band
P7_alpha_abs_std,frequency_band
P7_alpha_rel_mean,frequency_band
P7_alpha_rel_std,frequency_band
P7_beta_abs_mean,frequency_band
P7_beta_abs_std,frequency_band
P7_beta_rel_mean,frequency_band
P7_beta_rel_std,frequency_band
P7_gamma_abs_mean,frequency_band
P7_gamma_abs_std,frequency_band
P7_gamma_rel_mean,frequency_band
P7_gamma_rel_std,frequency_band
P7_theta_beta_ratio_mean,band_ratio
P7_theta_beta_ratio_std,band_ratio
P7_theta_alpha_ratio_mean,band_ratio
P7_theta_alpha_ratio_std,band_ratio
P7_beta_alpha_ratio_mean,band_ratio
P7_beta_alpha_ratio_std,band_ratio
P7_psd_2hz_mean,psd_bin
P7_psd_2hz_std,psd_bin
P7_psd_4hz_mean,psd_bin
P7_psd_4hz_std,psd_bin
P7_psd_6hz_mean,psd_bin
P7_psd_6hz_std,psd_bin
P7_psd_8hz_mean,psd_bin
P7_psd_8hz_std,psd_bin
P7_psd_10hz_mean,psd_bin
P7_psd_10hz_std,psd_bin
P7_psd_12hz_mean,psd_bin
P7_psd_12hz_std,psd_bin
P7_psd_14hz_mean,psd_bin
P7_psd_14hz_std,psd_bin
P7_psd_16hz_mean,psd_bin
P7_psd_16hz_std,psd_bin
P7_psd_18hz_mean,psd_bin
P7_psd_18hz_std,psd_bin
P7_psd_20hz_mean,psd_bin
P7_psd_20hz_std,psd_bin
P7_psd_22hz_mean,psd_bin
P7_psd_22hz_std,psd_bin
P7_psd_24hz_mean,psd_bin
P7_psd_24hz_std,psd_bin
P7_psd_26hz_mean,psd_bin
P7_psd_26hz_std,psd_bin
P7_psd_28hz_mean,psd_bin
P7_psd_28hz_std,psd_bin
P7_psd_30hz_mean,psd_bin
P7_psd_30hz_std,psd_bin
P8_mean_mean,time_domain
P8_mean_std,time_domain
P8_std_mean,time_domain
P8_std_std,time_domain
P8_rms_mean,time_domain
P8_rms_std,time_domain
P8_ptp_mean,time_domain
P8_ptp_std,time_domain
P8_skew_mean,time_domain
P8_skew_std,time_domain
P8_kurtosis_mean,time_domain
P8_kurtosis_std,time_domain
P8_line_length_mean,time_domain
P8_line_length_std,time_domain
P8_zero_crossing_rate_mean,time_domain
P8_zero_crossing_rate_std,time_domain
P8_hjorth_activity_mean,hjorth
P8_hjorth_activity_std,hjorth
P8_hjorth_mobility_mean,hjorth
P8_hjorth_mobility_std,hjorth
P8_hjorth_complexity_mean,hjorth
P8_hjorth_complexity_std,hjorth
P8_delta_abs_mean,frequency_band
P8_delta_abs_std,frequency_band
P8_delta_rel_mean,frequency_band
P8_delta_rel_std,frequency_band
P8_theta_abs_mean,frequency_band
P8_theta_abs_std,frequency_band
P8_theta_rel_mean,frequency_band
P8_theta_rel_std,frequency_band
P8_alpha_abs_mean,frequency_band
P8_alpha_abs_std,frequency_band
P8_alpha_rel_mean,frequency_band
P8_alpha_rel_std,frequency_band
P8_beta_abs_mean,frequency_band
P8_beta_abs_std,frequency_band
P8_beta_rel_mean,frequency_band
P8_beta_rel_std,frequency_band
P8_gamma_abs_mean,frequency_band
P8_gamma_abs_std,frequency_band
P8_gamma_rel_mean,frequency_band
P8_gamma_rel_std,frequency_band
P8_theta_beta_ratio_mean,band_ratio
P8_theta_beta_ratio_std,band_ratio
P8_theta_alpha_ratio_mean,band_ratio
P8_theta_alpha_ratio_std,band_ratio
P8_beta_alpha_ratio_mean,band_ratio
P8_beta_alpha_ratio_std,band_ratio
P8_psd_2hz_mean,psd_bin
P8_psd_2hz_std,psd_bin
P8_psd_4hz_mean,psd_bin
P8_psd_4hz_std,psd_bin
P8_psd_6hz_mean,psd_bin
P8_psd_6hz_std,psd_bin
P8_psd_8hz_mean,psd_bin
P8_psd_8hz_std,psd_bin
P8_psd_10hz_mean,psd_bin
P8_psd_10hz_std,psd_bin
P8_psd_12hz_mean,psd_bin
P8_psd_12hz_std,psd_bin
P8_psd_14hz_mean,psd_bin
P8_psd_14hz_std,psd_bin
P8_psd_16hz_mean,psd_bin
P8_psd_16hz_std,psd_bin
P8_psd_18hz_mean,psd_bin
P8_psd_18hz_std,psd_bin
P8_psd_20hz_mean,psd_bin
P8_psd_20hz_std,psd_bin
P8_psd_22hz_mean,psd_bin
P8_psd_22hz_std,psd_bin
P8_psd_24hz_mean,psd_bin
P8_psd_24hz_std,psd_bin
P8_psd_26hz_mean,psd_bin
P8_psd_26hz_std,psd_bin
P8_psd_28hz_mean,psd_bin
P8_psd_28hz_std,psd_bin
P8_psd_30hz_mean,psd_bin
P8_psd_30hz_std,psd_bin
Fz_mean_mean,time_domain
Fz_mean_std,time_domain
Fz_std_mean,time_domain
Fz_std_std,time_domain
Fz_rms_mean,time_domain
Fz_rms_std,time_domain
Fz_ptp_mean,time_domain
Fz_ptp_std,time_domain
Fz_skew_mean,time_domain
Fz_skew_std,time_domain
Fz_kurtosis_mean,time_domain
Fz_kurtosis_std,time_domain
Fz_line_length_mean,time_domain
Fz_line_length_std,time_domain
Fz_zero_crossing_rate_mean,time_domain
Fz_zero_crossing_rate_std,time_domain
Fz_hjorth_activity_mean,hjorth
Fz_hjorth_activity_std,hjorth
Fz_hjorth_mobility_mean,hjorth
Fz_hjorth_mobility_std,hjorth
Fz_hjorth_complexity_mean,hjorth
Fz_hjorth_complexity_std,hjorth
Fz_delta_abs_mean,frequency_band
Fz_delta_abs_std,frequency_band
Fz_delta_rel_mean,frequency_band
Fz_delta_rel_std,frequency_band
Fz_theta_abs_mean,frequency_band
Fz_theta_abs_std,frequency_band
Fz_theta_rel_mean,frequency_band
Fz_theta_rel_std,frequency_band
Fz_alpha_abs_mean,frequency_band
Fz_alpha_abs_std,frequency_band
Fz_alpha_rel_mean,frequency_band
Fz_alpha_rel_std,frequency_band
Fz_beta_abs_mean,frequency_band
Fz_beta_abs_std,frequency_band
Fz_beta_rel_mean,frequency_band
Fz_beta_rel_std,frequency_band
Fz_gamma_abs_mean,frequency_band
Fz_gamma_abs_std,frequency_band
Fz_gamma_rel_mean,frequency_band
Fz_gamma_rel_std,frequency_band
Fz_theta_beta_ratio_mean,band_ratio
Fz_theta_beta_ratio_std,band_ratio
Fz_theta_alpha_ratio_mean,band_ratio
Fz_theta_alpha_ratio_std,band_ratio
Fz_beta_alpha_ratio_mean,band_ratio
Fz_beta_alpha_ratio_std,band_ratio
Fz_psd_2hz_mean,psd_bin
Fz_psd_2hz_std,psd_bin
Fz_psd_4hz_mean,psd_bin
Fz_psd_4hz_std,psd_bin
Fz_psd_6hz_mean,psd_bin
Fz_psd_6hz_std,psd_bin
Fz_psd_8hz_mean,psd_bin
Fz_psd_8hz_std,psd_bin
Fz_psd_10hz_mean,psd_bin
Fz_psd_10hz_std,psd_bin
Fz_psd_12hz_mean,psd_bin
Fz_psd_12hz_std,psd_bin
Fz_psd_14hz_mean,psd_bin
Fz_psd_14hz_std,psd_bin
Fz_psd_16hz_mean,psd_bin
Fz_psd_16hz_std,psd_bin
Fz_psd_18hz_mean,psd_bin
Fz_psd_18hz_std,psd_bin
Fz_psd_20hz_mean,psd_bin
Fz_psd_20hz_std,psd_bin
Fz_psd_22hz_mean,psd_bin
Fz_psd_22hz_std,psd_bin
Fz_psd_24hz_mean,psd_bin
Fz_psd_24hz_std,psd_bin
Fz_psd_26hz_mean,psd_bin
Fz_psd_26hz_std,psd_bin
Fz_psd_28hz_mean,psd_bin
Fz_psd_28hz_std,psd_bin
Fz_psd_30hz_mean,psd_bin
Fz_psd_30hz_std,psd_bin
Cz_mean_mean,time_domain
Cz_mean_std,time_domain
Cz_std_mean,time_domain
Cz_std_std,time_domain
Cz_rms_mean,time_domain
Cz_rms_std,time_domain
Cz_ptp_mean,time_domain
Cz_ptp_std,time_domain
Cz_skew_mean,time_domain
Cz_skew_std,time_domain
Cz_kurtosis_mean,time_domain
Cz_kurtosis_std,time_domain
Cz_line_length_mean,time_domain
Cz_line_length_std,time_domain
Cz_zero_crossing_rate_mean,time_domain
Cz_zero_crossing_rate_std,time_domain
Cz_hjorth_activity_mean,hjorth
Cz_hjorth_activity_std,hjorth
Cz_hjorth_mobility_mean,hjorth
Cz_hjorth_mobility_std,hjorth
Cz_hjorth_complexity_mean,hjorth
Cz_hjorth_complexity_std,hjorth
Cz_delta_abs_mean,frequency_band
Cz_delta_abs_std,frequency_band
Cz_delta_rel_mean,frequency_band
Cz_delta_rel_std,frequency_band
Cz_theta_abs_mean,frequency_band
Cz_theta_abs_std,frequency_band
Cz_theta_rel_mean,frequency_band
Cz_theta_rel_std,frequency_band
Cz_alpha_abs_mean,frequency_band
Cz_alpha_abs_std,frequency_band
Cz_alpha_rel_mean,frequency_band
Cz_alpha_rel_std,frequency_band
Cz_beta_abs_mean,frequency_band
Cz_beta_abs_std,frequency_band
Cz_beta_rel_mean,frequency_band
Cz_beta_rel_std,frequency_band
Cz_gamma_abs_mean,frequency_band
Cz_gamma_abs_std,frequency_band
Cz_gamma_rel_mean,frequency_band
Cz_gamma_rel_std,frequency_band
Cz_theta_beta_ratio_mean,band_ratio
Cz_theta_beta_ratio_std,band_ratio
Cz_theta_alpha_ratio_mean,band_ratio
Cz_theta_alpha_ratio_std,band_ratio
Cz_beta_alpha_ratio_mean,band_ratio
Cz_beta_alpha_ratio_std,band_ratio
Cz_psd_2hz_mean,psd_bin
Cz_psd_2hz_std,psd_bin
Cz_psd_4hz_mean,psd_bin
Cz_psd_4hz_std,psd_bin
Cz_psd_6hz_mean,psd_bin
Cz_psd_6hz_std,psd_bin
Cz_psd_8hz_mean,psd_bin
Cz_psd_8hz_std,psd_bin
Cz_psd_10hz_mean,psd_bin
Cz_psd_10hz_std,psd_bin
Cz_psd_12hz_mean,psd_bin
Cz_psd_12hz_std,psd_bin
Cz_psd_14hz_mean,psd_bin
Cz_psd_14hz_std,psd_bin
Cz_psd_16hz_mean,psd_bin
Cz_psd_16hz_std,psd_bin
Cz_psd_18hz_mean,psd_bin
Cz_psd_18hz_std,psd_bin
Cz_psd_20hz_mean,psd_bin
Cz_psd_20hz_std,psd_bin
Cz_psd_22hz_mean,psd_bin
Cz_psd_22hz_std,psd_bin
Cz_psd_24hz_mean,psd_bin
Cz_psd_24hz_std,psd_bin
Cz_psd_26hz_mean,psd_bin
Cz_psd_26hz_std,psd_bin
Cz_psd_28hz_mean,psd_bin
Cz_psd_28hz_std,psd_bin
Cz_psd_30hz_mean,psd_bin
Cz_psd_30hz_std,psd_bin
Pz_mean_mean,time_domain
Pz_mean_std,time_domain
Pz_std_mean,time_domain
Pz_std_std,time_domain
Pz_rms_mean,time_domain
Pz_rms_std,time_domain
Pz_ptp_mean,time_domain
Pz_ptp_std,time_domain
Pz_skew_mean,time_domain
Pz_skew_std,time_domain
Pz_kurtosis_mean,time_domain
Pz_kurtosis_std,time_domain
Pz_line_length_mean,time_domain
Pz_line_length_std,time_domain
Pz_zero_crossing_rate_mean,time_domain
Pz_zero_crossing_rate_std,time_domain
Pz_hjorth_activity_mean,hjorth
Pz_hjorth_activity_std,hjorth
Pz_hjorth_mobility_mean,hjorth
Pz_hjorth_mobility_std,hjorth
Pz_hjorth_complexity_mean,hjorth
Pz_hjorth_complexity_std,hjorth
Pz_delta_abs_mean,frequency_band
Pz_delta_abs_std,frequency_band
Pz_delta_rel_mean,frequency_band
Pz_delta_rel_std,frequency_band
Pz_theta_abs_mean,frequency_band
Pz_theta_abs_std,frequency_band
Pz_theta_rel_mean,frequency_band
Pz_theta_rel_std,frequency_band
Pz_alpha_abs_mean,frequency_band
Pz_alpha_abs_std,frequency_band
Pz_alpha_rel_mean,frequency_band
Pz_alpha_rel_std,frequency_band
Pz_beta_abs_mean,frequency_band
Pz_beta_abs_std,frequency_band
Pz_beta_rel_mean,frequency_band
Pz_beta_rel_std,frequency_band
Pz_gamma_abs_mean,frequency_band
Pz_gamma_abs_std,frequency_band
Pz_gamma_rel_mean,frequency_band
Pz_gamma_rel_std,frequency_band
Pz_theta_beta_ratio_mean,band_ratio
Pz_theta_beta_ratio_std,band_ratio
Pz_theta_alpha_ratio_mean,band_ratio
Pz_theta_alpha_ratio_std,band_ratio
Pz_beta_alpha_ratio_mean,band_ratio
Pz_beta_alpha_ratio_std,band_ratio
Pz_psd_2hz_mean,psd_bin
Pz_psd_2hz_std,psd_bin
Pz_psd_4hz_mean,psd_bin
Pz_psd_4hz_std,psd_bin
Pz_psd_6hz_mean,psd_bin
Pz_psd_6hz_std,psd_bin
Pz_psd_8hz_mean,psd_bin
Pz_psd_8hz_std,psd_bin
Pz_psd_10hz_mean,psd_bin
Pz_psd_10hz_std,psd_bin
Pz_psd_12hz_mean,psd_bin
Pz_psd_12hz_std,psd_bin
Pz_psd_14hz_mean,psd_bin
Pz_psd_14hz_std,psd_bin
Pz_psd_16hz_mean,psd_bin
Pz_psd_16hz_std,psd_bin
Pz_psd_18hz_mean,psd_bin
Pz_psd_18hz_std,psd_bin
Pz_psd_20hz_mean,psd_bin
Pz_psd_20hz_std,psd_bin
Pz_psd_22hz_mean,psd_bin
Pz_psd_22hz_std,psd_bin
Pz_psd_24hz_mean,psd_bin
Pz_psd_24hz_std,psd_bin
Pz_psd_26hz_mean,psd_bin
Pz_psd_26hz_std,psd_bin
Pz_psd_28hz_mean,psd_bin
Pz_psd_28hz_std,psd_bin
Pz_psd_30hz_mean,psd_bin
Pz_psd_30hz_std,psd_bin
frontal_theta_rel_mean,region
frontal_alpha_rel_mean,region
frontal_beta_rel_mean,region
frontal_theta_beta_ratio_mean,region
frontal_hjorth_mobility_mean,region
frontal_hjorth_complexity_mean,region
frontal_std_mean,region
central_theta_rel_mean,region
central_alpha_rel_mean,region
central_beta_rel_mean,region
central_theta_beta_ratio_mean,region
central_hjorth_mobility_mean,region
central_hjorth_complexity_mean,region
central_std_mean,region
parietal_theta_rel_mean,region
parietal_alpha_rel_mean,region
parietal_beta_rel_mean,region
parietal_theta_beta_ratio_mean,region
parietal_hjorth_mobility_mean,region
parietal_hjorth_complexity_mean,region
parietal_std_mean,region
occipital_theta_rel_mean,region
occipital_alpha_rel_mean,region
occipital_beta_rel_mean,region
occipital_theta_beta_ratio_mean,region
occipital_hjorth_mobility_mean,region
occipital_hjorth_complexity_mean,region
occipital_std_mean,region
temporal_theta_rel_mean,region
temporal_alpha_rel_mean,region
temporal_beta_rel_mean,region
temporal_theta_beta_ratio_mean,region
temporal_hjorth_mobility_mean,region
temporal_hjorth_complexity_mean,region
temporal_std_mean,region
Fp1_Fp2_theta_rel_mean_diff,asymmetry
Fp1_Fp2_alpha_rel_mean_diff,asymmetry
Fp1_Fp2_beta_rel_mean_diff,asymmetry
Fp1_Fp2_theta_beta_ratio_mean_diff,asymmetry
